流水號,大類別,From,網址,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
12,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_917875045000531,12:20:00 PM,photo,111103359011041_917875045000531,大量使用片語才是老外真正的說話方式↓「首先、作為開頭」- For Starters↓https://www.hopenglish.com/for-starters-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/917875045000531/?type=3,Timeline Photos,1,90,13,3/30/2016 12:03
33,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_912965532158149,10:50:00 PM,link,111103359011041_912965532158149,【生活英文】大家是不是都跟小編一樣，小時候想趕快長大，長大後又想變回小孩呢？👶👶👶來分享一下大家目前都在人生中的哪個階段呢？（by #學海無編）#專欄教學,shared_story,https://www.hopenglish.com/celebrate-the-changes-2?ref=category,嬰兒/青少年/成年/老人？人生各階段英文,0,87,38,3/24/2016 22:50
40,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911687228952646,10:50:00 PM,link,111103359011041_911687228952646,"【希平方英文學堂】今天除了教大家常見感冒如何說以外，還要要來考考粉絲們，在國外常常會聽到有人說：""Catch a bug""你知道是什麼意思嗎？可不是抓到一隻蟲的意思喔！(￣▽￣)  (...by #法力無編)#I_have_a_cold不足以形容 #內有模擬對話 #專欄教序★設定搶先看，讓英文持續攻其不背★快一起來看看解答吧↓↓↓",shared_story,https://www.hopenglish.com/how-to-prevent-the-flu-2,常見感冒大集合！,0,86,23,3/23/2016 22:50
27,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_913873775400658,12:20:01 PM,photo,111103359011041_913873775400658,大量使用片語才是老外真正的說話方式↓「可以說、可謂」- So To Speak↓https://www.hopenglish.com/so-to-speak關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/913873775400658/?type=3,Timeline Photos,1,83,15,3/28/2016 15:30
19,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911698825618153,10:50:01 PM,link,111103359011041_911698825618153,"【希平方職場撇步】常常聽到面試最重要的是要學會如何""Break the ice""破冰破冰，那你知道要怎麼破冰嗎？快跟著我們的腳步來看看如何搖身成為面試達人吧！(...by #蓋小編)#面試簡單七撇步 #面試輕鬆一把罩 #專欄教學★設定搶先看，讓英文持續攻其不背★快一起來看看這些撇步吧↓↓↓",shared_story,https://www.hopenglish.com/how-to-calm-job-interview-nerves-2,面試前好焦慮，該怎麼辦？,0,81,35,3/27/2016 22:50
47,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910208335767202,10:50:00 PM,link,111103359011041_910208335767202,【玩桌遊學英文】週二輕鬆一下～粉絲們知道平常玩的撲克牌遊戲「大老二」的英文是什麼嗎？該不會真的是Big Two 吧！？♠♠♠ (by #學海無編）#專欄教學,shared_story,https://www.hopenglish.com/google-software-defeats-human-go-champion-2,會玩也要會說！桌遊種類英文,0,81,37,3/22/2016 22:50
25,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_912967052157997,7:50:01 PM,link,111103359011041_912967052157997,【職場必備】假日粉絲們出門逛街了嗎？血拼也要買對東西，這幾種服飾你一定要有，穿去上班更有自信！✨✨✨✨✨（by #學海無編）#精選影片,shared_story,https://www.hopenglish.com/casual-office-outfits,「在辦公室也要有個人風格！5種超好看穿搭」- Casual Office Outfits,0,70,13,3/26/2016 19:50
28,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_913871202067582,9:20:01 AM,photo,111103359011041_913871202067582,各位學英文的朋友早安：)「順路造訪」- Stop By↓https://www.hopenglish.com/stop-by-4類似的片語還有 come by 和 swing by 喔！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/913871202067582/?type=3,Timeline Photos,1,67,11,3/28/2016 15:31
15,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_917034048417964,7:58:00 PM,link,111103359011041_917034048417964,【約會英文】當宅宅遇上火辣正妹？怕做了很多蠢事嗎？ 😌😌  第一次約會你可以用的英文全都在這部影片中，快來學學！( by #安小編 )#第一次約會就上手 #約會白目行為 #精選影片,shared_story,https://www.hopenglish.com/funny-love-story,「腦筋急轉彎成人版？《約會行不行》」- Funny Love Story,0,66,17,3/28/2016 19:58
6,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_918734661581236,10:50:00 PM,link,111103359011041_918734661581236,"【希平方英文殿堂】考考各位粉絲，除了 ""I don't agree with you"" 以外，還能怎麼表達你的不認同呢？ (...by #法力無編)#生動的口語表達 #讓你的英文更道地 #專欄教學★設定搶先看，讓英文持續攻其不背★快一起來看看吧↓↓↓",shared_story,https://www.hopenglish.com/how-to-know-the-fonts-to-never-use-2,不認同，很糟糕？你可以這麼表達！,1,62,10,4/1/2016 9:38
56,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_906045652850137,10:50:00 PM,link,111103359011041_906045652850137,"【希平方趣味測驗】看趣味影片也可以學英文！#蓋小編 今天要來問問各位，你知道我們常說的「盲點」，英文要怎麼說嗎？別跟我說是 ""can't see""呀！∑(ﾟДﾟ)#測驗好好玩 #眼睛也會騙了你 #還能學英文 #專欄教學★設定搶先看，讓英文持續攻其不背★快一起來做做測驗吧↓↓↓",shared_story,https://www.hopenglish.com/eye-tests-that-look-like-magic-2,你夠認識你的雙眼嗎？四個神奇的眼睛小測驗,0,59,5,3/20/2016 22:50
1,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_920083484779687,10:50:01 PM,link,111103359011041_920083484779687,【生活英文】今天你聽音樂了嗎🎧🎧🎧 那小編來考考大家，以下開放搶答✊✊✊I love listening to _______________ music at night.（我愛在晚上聽古典樂）1. country  2. pop 3. electronic 4. classical   (by #學海無編),shared_story,https://www.hopenglish.com/bake-it-off-2,音樂不只 Music，今天你要聽哪一種？,0,58,16,3/31/2016 22:50
11,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_918068914981144,7:58:00 PM,link,111103359011041_918068914981144,死刑廢不廢？不僅台灣傷腦筋，全世界都在思考這難題。(by #希小編) #你看到蟑螂不殺先談環境整潔嗎 #精選影片,shared_story,https://www.hopenglish.com/what-if-the-death-penalty-disappeared-in-the-u-s,「看美國，思索死刑廢存議題」- What If the Death Penalty Disappeared in the U.S.?,1,56,16,3/29/2016 21:25
26,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910790122375690,4:30:00 PM,link,111103359011041_910790122375690,📣【學員心得分享】📣從小到大英文從來沒有及格過，對英文完全沒有自信，不敢開口說話，對背單字非常反感，導致找工作不順利。小時候就開始上英文補習班，但是學習過程都非常不愉快，導致有學習英文的障礙。出社會後想要增強聽及會話，也想要找效果好CP值高的學習方式，於是上網查詢網友都推薦希平方的課程，深入了解希平方的學習方式後，覺得最為方便及專業，除了在電腦上使用外，還推出手機APP，自從有手機APP後，每天利用通勤時間學習，讓我在外面也能利用空閒的時間學習英文。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://fffffoooooolll.pixnet.net/blog/post/44830143,希平方攻其不背課程 @ fffffoooooolll的部落格 :: 痞客邦 PIXNET ::,0,56,3,3/26/2016 16:30
31,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_913719185416117,12:20:00 PM,photo,111103359011041_913719185416117,大量使用片語才是老外真正的說話方式↓「打盹、入睡」- Doze Off↓https://www.hopenglish.com/doze-off關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/913719185416117/?type=3,Timeline Photos,2,55,4,3/28/2016 15:31
16,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_916852348436134,12:20:01 PM,photo,111103359011041_916852348436134,大量使用片語才是老外真正的說話方式↓「償清債務」- Pay Off↓https://www.hopenglish.com/pay-off-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/916852348436134/?type=3,Timeline Photos,1,54,9,3/29/2016 9:28
49,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911011039020265,7:58:00 PM,link,111103359011041_911011039020265,【時事英文】果粉看過來！3/21蘋果最新發表會來啦！你知道iPhone是愈來愈大？還是愈來愈小支呢？答案就在影片中！(by #安小編)#iPhoneSE #還有夜間模式半夜滑滑不傷眼 #精選影片,shared_story,https://www.hopenglish.com/heres-everything-apple-announced-today,「3 分鐘帶你看完 Apple 發表會重點 」- Here's Everything Apple Announced Today,2,51,8,3/23/2016 21:25
57,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_906079046180131,7:58:00 PM,link,111103359011041_906079046180131,【商場必備技能】不論是升學、找實習或找工作，相信各位一定會有機會碰到要寫英文推薦信的經驗相較於中文的推薦信，英文推薦信是有很多「眉角」的！別再以為中翻英就好了！(...by #蓋小編)#輕鬆寫出滿分推薦信 #馬上脫穎而出 #精選影片★設定搶先看，讓英文持續攻其不背★快一起來看看如何寫吧↓↓↓,shared_story,https://www.hopenglish.com/how-to-write-a-letter-of-recommendation,「英文推薦信怎麼寫？」- How to Write a Letter of Recommendation,0,50,26,3/20/2016 19:58
43,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911808598940509,12:20:01 PM,photo,111103359011041_911808598940509,大量使用片語才是老外真正的說話方式↓「有貨、可以買到」- Come In↓https://www.hopenglish.com/come-in-5關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/911808598940509/?type=3,Timeline Photos,2,49,4,3/25/2016 9:36
3,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_920082898113079,7:58:01 PM,link,111103359011041_920082898113079,【學英文長知識】原來表情符號在不同系統間竟然會「突變」😱😱 而且看起來差很大😹😹但小編私心很喜歡Android 的那坨黃色果凍💩💩 (by #學海無編)#精選影片,shared_story,https://www.hopenglish.com/lost-in-translation,「眼見不一定為憑...表情符號也會『突變』？！」- Lost in Translation,0,48,6,3/31/2016 19:58
7,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_919056084882427,7:58:00 PM,link,111103359011041_919056084882427,【你適合哪種車】每一台車都有他獨特的個性，而你適合哪種呢？小編超喜歡C-Class的～各位呢？(...by #法力無編)#MercedesBenz #看廣告學英文 #精選影片★設定搶先看，讓英文持續攻其不背★快一起來看看吧↓↓↓,shared_story,https://www.hopenglish.com/inspiration,「Mercedes-Benz：不凡態度」- Inspiration,0,47,6,3/30/2016 19:58
9,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_918714504916585,9:18:58 AM,photo,111103359011041_918714504916585,位學英文的朋友早安：)「合理、可行」- Make Sense↓https://www.hopenglish.com/make-sense-4關注希平方，天天學到超實用片語,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/918714504916585/?type=3,Timeline Photos,1,47,5,3/31/2016 14:30
23,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_913876355400400,9:20:01 AM,photo,111103359011041_913876355400400,各位學英文的朋友早安：)「暫時擱置某事」- Put Something On Hold↓https://www.hopenglish.com/put-something-on-hold關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/913876355400400/?type=3,Timeline Photos,1,47,4,3/28/2016 15:30
38,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_912447242209978,4:48:11 AM,status,111103359011041_912447242209978,［系統公告］系統升級完畢！歡迎大家回來上課！希平方工程團隊敬上,mobile_status_update,,,0,47,,3/24/2016 4:48
50,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910817675706268,12:20:00 PM,photo,111103359011041_910817675706268,大量使用片語才是老外真正的說話方式↓「顯眼、突出」- Stand Out↓https://www.hopenglish.com/stand-out-7關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/910817675706268/?type=3,Timeline Photos,1,47,3,3/22/2016 19:14
53,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910225889098780,7:59:00 PM,link,111103359011041_910225889098780,【趣味廣告】芝麻街超夯角色「餅乾怪獸」跨界演出蘋果 6s 最新廣告!!!快來看看Siri到底說了什麼讓餅乾怪獸氣到搥桌吧~ 😂😂😂  (by #學海無編）#烤餅乾的時候不能沒有Siri #iPhone6s  #精選影片,shared_story,https://www.hopenglish.com/iphone-6s-timer,「iPhone 6s 廣告：餅乾怪獸出一張嘴篇」- iPhone 6s: Timer,0,47,4,3/21/2016 20:55
18,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_916721785115857,9:20:00 AM,photo,111103359011041_916721785115857,各位學英文的朋友早安：)「不可能的事」- Pigs Might Fly↓https://www.hopenglish.com/pigs-might-fly關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/916721785115857/?type=3,Timeline Photos,1,46,6,3/30/2016 12:09
34,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910788099042559,9:30:00 PM,link,111103359011041_910788099042559,📣【學員心得分享】📣大約上完100堂之後，因為工作的關係，需到美國去出差一趟，在美國的那兩周，每天生活在英語環境中，之前上課顯著的效果讓我大吃一驚，尤其是自己在語感上的掌握比之前更上一層樓，記不住的單字或是片語雖然自己不熟無法使用，但是從老外口中聽到自己不熟悉，但是在課程中某個情境學過的生字或片語，能夠精準的掌握對方的用字及語氣的深度，讓我非常有信心可以再繼續練習下去。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://edward711.blogspot.tw/2016/01/blog-post.html,Personal random note: 使用攻其不背--在外商公司如魚得水,1,46,2,3/25/2016 17:39
36,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911810192273683,12:20:00 PM,photo,111103359011041_911810192273683,大量使用片語才是老外真正的說話方式↓「被使用」- In Use↓https://www.hopenglish.com/in-use-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/911810192273683/?type=3,Timeline Photos,2,46,6,3/25/2016 20:15
37,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911808985607137,9:20:00 AM,photo,111103359011041_911808985607137,各位學英文的朋友早安：)「因此、結果」- As A Result↓https://www.hopenglish.com/as-a-result-4關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/911808985607137/?type=3,Timeline Photos,0,45,5,3/24/2016 9:20
54,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910075632447139,12:20:01 PM,photo,111103359011041_910075632447139,大量使用片語才是老外真正的說話方式↓「到目前為止」- So Far↓https://www.hopenglish.com/so-far-4關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/910075632447139/?type=3,Timeline Photos,1,45,4,3/24/2016 9:16
20,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911725885615447,7:58:00 PM,link,111103359011041_911725885615447,【開趴啦!!!】週末的夜晚，就是要開趴啊!!不然要幹嘛?不然要幹嘛?不然要幹嘛?一起動手做做簡單的甜點，讓你的週末夜晚更不一樣！(...by #蓋小編)#簡單食材 #蹦出好滋味 #甜點控不要錯過 #精選影片★設定搶先看，讓英文持續攻其不背★快一起來看看如何做吧↓↓↓,shared_story,https://www.hopenglish.com/new-years-eve-party-food-ideas,「派對小點心輕鬆做！」,0,44,8,3/27/2016 19:58
42,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911952855592750,7:58:01 PM,link,111103359011041_911952855592750,【甜點新選擇】小編看完這部影片決定明天的下午茶就吃這個了!!!原來輕輕鬆鬆就可以變出健康又好吃的甜點 😍😍😍#食材隨手可得 #做一份甜點不用一分鐘 #精選影片★設定搶先看，讓英文持續攻其不背★快一起來動手做點甜吧↓↓↓,shared_story,https://www.hopenglish.com/healthier-100-calorie-snacks,「愛吃甜食不怕胖！低卡小點心輕鬆做」- Healthier 100-Calorie Snacks,0,44,10,3/23/2016 19:58
45,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911485678972801,5:02:51 AM,status,111103359011041_911485678972801,［系統公告］系統維護完畢！歡迎大家回來上課！希平方工程團隊敬上,mobile_status_update,,,0,44,,3/23/2016 5:02
51,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910712255716810,9:23:01 AM,photo,111103359011041_910712255716810,各位學英文的朋友早安：)「徹底地做某事」- Go The Whole Hog↓https://www.hopenglish.com/go-the-whole-hog關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/910712255716810/?type=3,Timeline Photos,1,43,2,3/24/2016 9:15
41,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_912172532237449,10:21:30 PM,status,111103359011041_912172532237449,［系統公告］3/24 04:00 ～ 05:00 系統將再次停機維護，希望能夠讓大家上課上的更順暢。維護完畢時會再通知大家喔！希平方工程團隊敬上,mobile_status_update,,,0,42,,3/23/2016 22:21
68,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_907758689345500,12:20:00 PM,photo,111103359011041_907758689345500,大量使用片語才是老外真正的說話方式↓「變成」- Turn Into↓https://www.hopenglish.com/turn-into-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/907758689345500/?type=3,Timeline Photos,1,42,9,3/20/2016 2:13
5,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_919751748146194,9:20:00 AM,photo,111103359011041_919751748146194,各位學英文的朋友早安：)「逐漸消失、變弱」- Fade Away↓https://www.hopenglish.com/fade-away-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/919751748146194/?type=3,Timeline Photos,0,41,6,3/31/2016 9:20
64,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_907760766011959,12:20:00 PM,photo,111103359011041_907760766011959,大量使用片語才是老外真正的說話方式↓「來來回回地」- Back And Forth↓https://www.hopenglish.com/back-and-forth-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/907760766011959/?type=3,Timeline Photos,2,41,6,3/21/2016 16:15
46,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911223882332314,11:29:01 PM,status,111103359011041_911223882332314,［系統公告］3/23 04:00 ～ 05:00 將停機維護，希望能夠讓大家上課上的更順暢。維護完畢時會再發一篇公告通知大家喔！希平方工程團隊敬上,mobile_status_update,,,0,40,,3/22/2016 23:29
