流水號,大類別,From,網址,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
84,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1143217299031403,11:50:01 AM,photo,515316421821497_1143217299031403,【午後每日一句】Don’t worry about those who talk behind your back. They are behind you for a reason.不要去介意在你背後指指點點的人。他們在你後面是有原因的。◇通勤還在滑FB看影片？打開VoiceTube App，讓你邊看最新的youtube爆紅影片還能學會字幕中的口語用法！立即下載：▷Android：https://goo.gl/nnGZaV▷iOS：https://goo.gl/WDhm1n圖片來源：https://goo.gl/pn3xL5,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1143217299031403/?type=3,Timeline Photos,7,780,94,3/21/2016 15:21
25,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1152988248054308,11:50:28 AM,photo,515316421821497_1152988248054308,【午後每日一句】Do it now. Sometimes “later” becomes “never”.及時行動，有時候「等一下」就變成「永遠不會」。◇通勤還在滑FB看影片？打開VoiceTube App，讓你邊看最新的youtube爆紅影片還能學會字幕中的口語用法！立即下載：▷Android：https://goo.gl/frbcBA▷iOS：https://goo.gl/XEsLBx◇圖片來源：https://goo.gl/jDVHMI,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1152988248054308/?type=3,Timeline Photos,6,751,82,3/29/2016 11:40
7,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155606771125789,11:50:00 AM,photo,515316421821497_1155606771125789,【午後每日一句】It’s nice to be important， but it’s more important to be nice!當重要人物很好，但當個好人更重要！◇通勤還在滑FB看影片？打開VoiceTube App，讓你邊看最新的youtube爆紅影片還能學會字幕中的口語用法！立即下載：▷Android：https://goo.gl/frbcBA▷iOS：https://goo.gl/XEsLBx◇圖片來源：https://goo.gl/QTey16,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1155606771125789/?type=3,Timeline Photos,3,703,56,3/31/2016 17:25
63,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146450172041449,5:00:00 PM,link,515316421821497_1146450172041449,#挑戰不按翻譯年糕 1， 2， 3， see you!!!更多有趣影片：http://goo.gl/VdVfLr,shared_story,http://gph.is/1OYc9P0,gph.is,11,700,33,3/21/2016 23:40
47,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146561038697029,11:50:01 AM,photo,515316421821497_1146561038697029,【午後每日一句】Time heals nothing unless you move along with it.時間不會治療一切，除非你和它一起前進。◇通勤還在滑FB看影片？打開VoiceTube App，讓你邊看最新的youtube爆紅影片還能學會字幕中的口語用法！立即下載：▷Android：https://goo.gl/nnGZaV▷iOS：https://goo.gl/WDhm1n◇圖片來源：https://goo.gl/qra5Hk,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1146561038697029/?type=3,Timeline Photos,5,658,73,3/25/2016 1:55
60,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146561445363655,9:00:01 PM,link,515316421821497_1146561445363655,elephant in the room 不是房間裡的大象！serve time 也不是叫你去服務！今天教大家常聽到的幾個英文成語讓大家更貼近母語人士的用法,shared_story,http://goo.gl/7w2r5Z,【英文成語】別搞錯，elephant in the room 不是房間裡的大象！serve time 也不是叫你去服務！,2,634,161,3/22/2016 19:00
66,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146451388707994,11:50:01 AM,photo,515316421821497_1146451388707994,【午後每日一句】When life is sweet， say thank you and celebrate. And when life is bitter， say thank you and grow.當生活很甜美，對它道謝並且慶祝。而當生活很苦澀，仍然對它道謝並且成長。◇通勤還在滑FB看影片？打開VoiceTube App，讓你邊看最新的youtube爆紅影片還能學會字幕中的口語用法！立即下載：▷Android：https://goo.gl/nnGZaV▷iOS：https://goo.gl/WDhm1n◇圖片來源：https://goo.gl/9otOuX,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1146451388707994/?type=3,Timeline Photos,2,622,94,3/22/2016 6:28
73,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1143662928986840,9:00:00 PM,link,515316421821497_1143662928986840,mono / bi / poly / uni / semi / hemi英文常見的字首輕易的表達了一個 / 兩個 / 好多個 / 在一起 / 還是半個形容數量、整體、一個還是半個的單字多得數不出來了但看完這篇，以後就能秉持中文「用部首猜意思」的原則大略猜到單字的意思啦！,shared_story,http://goo.gl/Hgi2eO,背單字技巧！常見的字首整理：mono/bi/poly/uni/semi/hemi,2,609,358,3/20/2016 22:54
68,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1145927332093733,7:00:00 PM,link,515316421821497_1145927332093733,口說一直是大家最難跨過去的英文障礙！大部份英文 APP 注重聽力和閱讀，卻忽略口說的練習今天 VT 主打英文口說的功能，幫大家找到輕鬆說英文的機會以下精選五款免費英文口說 APP：Wakie、VoiceTube、Toefl Speaking、SpeakABC、Duolingo讓你不會再有聽有懂卻說不出口！http://goo.gl/1gvgs7,shared_story,http://goo.gl/1gvgs7,【推薦】超實用！五款英文口說必備 APP，馬上說出一口好英文！,3,606,421,3/22/2016 22:24
62,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146558382030628,7:00:00 PM,link,515316421821497_1146558382030628,說到「東西壞掉」是不是立刻想到 broken ？但日常生活中有很多故障不是 broken！VT 整理了各種不同種類的「壞」，讓你發牢騷時更精確！http://goo.gl/8cLrPi,shared_story,http://goo.gl/8cLrPi,【實用英文】東西故障只會說 broken？車子拋錨、app 閃退又該怎麼說呢？「壞掉」用法大彙整！,2,585,280,3/22/2016 12:55
35,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151082131578253,1:00:00 PM,link,515316421821497_1151082131578253,在這競爭 (competitive) 的社會 (society)我們很容易拿別人來跟自己比較 (compare)往往造成極大的壓力，並失去自信和動力 (motivation)來學學如何自我疼惜 (self-compassion)趁這個週末好好替自己充電一下吧！https://goo.gl/WbLLhb,shared_story,https://goo.gl/WbLLhb,你需要學會的人生課題：自我疼惜，善待自己 (Self Compassion),2,564,213,3/30/2016 10:49
21,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153281341358332,7:00:31 PM,link,515316421821497_1153281341358332,中文都是「旅行」，英文單字卻超多？trip， travel， tour， journey， voyage 的差別你都清楚嗎？想要一次弄懂這些單字的差異和用法，這篇文章你不可不讀！http://goo.gl/XyF76d,shared_story,http://goo.gl/XyF76d,【實用英文】中文都是「旅行」，英文單字卻超多？travel,3,541,235,3/30/2016 2:47
1,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1156153641071102,10:30:00 PM,link,515316421821497_1156153641071102,出國講英文總是讓你很害怕嗎？交通路線讓你暈頭轉向？VT教你旅遊英語對話讓你能夠大膽提問出國交通再也不必靠別人！http://goo.gl/1sQtmt,shared_story,http://tw.blog.voicetube.com/2016/03/31/出國交通靠自己！vt教你旅遊英語對話,出國交通靠自己！機場、計程車、火車搭乘對話一次搞定！,4,533,319,4/10/2016 13:20
58,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146443655375434,1:00:00 PM,link,515316421821497_1146443655375434,憂傷(melancholy)到底是什麼？樂觀(optimistic)、正向(positive)的人真的都不會感到難過嗎？其實，人生有很多面向(aspect)，而有時候堅強(tough)的人，也只是比別人勇敢(brave)一點點而已接受自己的不完美(imperfection)，這才是人生。https://goo.gl/rOsbaZ,shared_story,https://goo.gl/rOsbaZ,人生的意義：擁抱自己的憂傷 (On Feeling Melancholy),2,520,248,3/22/2016 20:26
36,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1150278161658650,9:00:01 PM,link,515316421821497_1150278161658650,春假想抓緊機會出國玩一下？暑假安排了計畫旅遊？如果擔心自己面對海關的質問啞口無言這邊準備了機場常用的英文單字與短句讓你拖著行李箱的身影再瀟灑一點：,shared_story,http://goo.gl/7zgUWa,【旅遊英文】機場通關難不倒你！實用對話單字讓你輕鬆過關！,1,501,284,3/25/2016 21:08
19,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153662391320227,11:50:00 AM,photo,515316421821497_1153662391320227,【午後每日一句】When someone says “you’ve changed”， it simply means you’ve stopped living your life his or her way.如果有人說「你變了」，告訴他你只是活出自我，不再照他的方式生活。◇通勤還在滑FB看影片？打開VoiceTube App，讓你邊看最新的youtube爆紅影片還能學會字幕中的口語用法！立即下載：▷Android：https://goo.gl/frbcBA▷iOS：https://goo.gl/XEsLBx◇圖片來源：https://goo.gl/Tvbfmp,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1153662391320227/?type=3,Timeline Photos,4,480,58,3/30/2016 13:38
67,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144329262253540,9:00:01 PM,link,515316421821497_1144329262253540,你以為最紅的英文歌還是愛黛兒的 Hello 嗎？天后蕾哈娜帶著她全新主打 Work 直奔排行榜第一名愛黛兒繼 Hello 之後，也推出第二波主打歌啦今天 VT 教你從四首美國告示牌排行榜超夯歌曲學單字、片語、慣用語！讓你知道學英文也可以是一件很潮的事情！http://goo.gl/jyXSiE,shared_story,http://goo.gl/jyXSiE,最紅的英文歌早就不是 Hello！從最新四首美國告示牌排行榜超夯英文歌學英文！,6,475,144,3/21/2016 14:47
54,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146949378658195,9:00:00 PM,link,515316421821497_1146949378658195,還在苦苦對照著中文背單字嗎？快試試字首單字法！字首 “en” 總整理只要邏輯性思考字首與單字的關係就能輕鬆串聯 30 個高頻單字瞬間提升單字量！>>http://goo.gl/kbvM4y,shared_story,http://goo.gl/kbvM4y,字首 “en” 總整理，輕鬆搞定 30 個高頻單字！,1,461,293,3/23/2016 19:08
37,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1149299578423175,7:00:01 PM,link,515316421821497_1149299578423175,如何用英文輕輕鬆鬆點出一杯自己想要的星巴克？另外，為何星巴克員工老是會寫錯客人的名字？有沒有可能…..他們根本是故意的呢？今天教你用英文點一杯咖啡到國外咖啡廳就可以更加愜意優雅啦：,shared_story,http://goo.gl/vRZn64,【必學】整個世界都是我的咖啡館，學用英文點一杯星巴克吧！,3,459,199,3/27/2016 13:04
48,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1148335385186261,9:00:00 PM,link,515316421821497_1148335385186261,台灣人最容易犯的寫作錯誤：1.講不停的不間斷句2.斷手斷腳不完整句3.單數複數分不清楚句4.冗詞贅字擠不下句5.搭配詞亂組合句這些都是因為我們往往習慣用中文思考英文！寫作雖然困難，但只要改善這5個基本錯誤你就能讓文章程度大幅提昇！http://goo.gl/AGDAKI,shared_story,http://goo.gl/AGDAKI,【英文技巧】英文寫作超容易犯的五個錯誤，你中了幾個呢？,0,456,308,3/23/2016 21:00
49,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1147520771934389,7:00:00 PM,link,515316421821497_1147520771934389,【英文口說】除了 I think 跟 I disagree 之外當你想表達意見的時候或是想反駁的時候甚至不想溝通時都可以這樣說.....http://goo.gl/Ep6tK2,shared_story,http://goo.gl/Ep6tK2,碰到以下這三種狀況只會說 “I think”、“I disagree” 嗎？快進來看看超強的英文溝通術！,0,406,175,3/23/2016 19:00
3,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155944341092032,7:00:00 PM,link,515316421821497_1155944341092032,想省錢，又想玩的道地？你可以試試 couchsurfing免費住進別人家，還要幫忙顧寵物？難得的管家住宿體驗趕不上夜班車想找個地方歇息？那就住進日本最夯的...http://goo.gl/psmiqm,shared_story,http://goo.gl/psmiqm,【旅遊英文】一個人的旅行除了青年旅館，你還有其他超酷住宿選擇！,1,386,122,4/7/2016 9:53
46,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1143607028992430,1:00:00 PM,link,515316421821497_1143607028992430,一份完美的履歷(resume)可以展現個人特色(features)，到底怎麼寫履歷才人讓主管眼睛一亮？怎樣的故事才夠吸引人(attracting)？這部影片推薦你八個履歷撰寫技巧(writing skills)，讓你贏在職場(career)的第一步http://goo.gl/rgGqaL,shared_story,http://goo.gl/rgGqaL,求職面試技巧 - 如何撰寫一份優良的履歷 (Job Interview Skills – 09 tips to write an effective Job resume.),3,377,265,3/25/2016 17:34
31,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151208868232246,9:00:01 PM,link,515316421821497_1151208868232246,拜日前柯P的貢獻所賜許多人開始知道umbilicus 是肚臍的意思那到底身體其他的奇怪部位像腋下、鬢角等要怎麼講呢........,shared_story,http://goo.gl/lnMMsa,umbilicus 是肚臍！那腋毛、鬢角的英文怎麼講？課本沒教的身體部位的英文整理,3,361,192,3/27/2016 15:20
81,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144257818927351,5:00:00 PM,link,515316421821497_1144257818927351,#挑戰不按翻譯年糕Life always gets me like Spiderman...更多影片：https://goo.gl/GpKHYt,shared_story,https://media.giphy.com/media/l2JJFwL6tr2dvmcG4/giphy.gif,media.giphy.com,20,358,42,3/19/2016 14:04
10,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155264001160066,7:00:01 PM,link,515316421821497_1155264001160066,【你真的搞清楚了嗎？】angel 和 angle 哪個是「天使」？desert 和 dessert 哪個是「甜點」？英文有許多長得超級像的單字但是其實意思完完全全不一樣！幫你整理 8 組超常見的長超像的易混淆單字http://goo.gl/C9lqep,shared_story,http://goo.gl/C9lqep,super 和 supper 不一樣？差一點就差很多！8 組長超像的易混淆單字！,3,350,165,3/31/2016 17:41
6,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1156032304416569,1:00:00 PM,link,515316421821497_1156032304416569,隨著紙本書籍越來越少，現在人也習慣了用線上字典查單字，不過，可別急著丟掉厚重 (thick) 的字典，它也可以是累積 (accumulate) 字彙的好幫手，丟掉單字本，靈活運用字典讓你事半功倍 (spend less effort while achieving more)https://goo.gl/hOl4TY,shared_story,https://goo.gl/hOl4TY,【學習技巧】如何使用字典來建立你的詞彙量！ (How to use your dictionary to build your vocabulary),0,327,144,3/31/2016 13:00
80,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138229142863552,7:00:00 PM,link,515316421821497_1138229142863552,eyes， nose， mouth，這些都是小學生單字但大家有想過更細微的臉部英文該怎麼說嗎？耳垂、雙眼皮、痣、酒窩……這些日常生活中超常用到的字到底怎麼講？學起來在英文對話中就不會因為這些小部位不會講而卡住，寫作方面也可以更生動的描寫人物的臉部特徵，太一舉兩得啦：http://goo.gl/pTGT8N,shared_story,http://goo.gl/pTGT8N,【生活實用】雙眼皮、痣、耳垂你會說嗎？容易被忽略卻超實用的臉部英文報你知！,2,327,185,3/19/2016 10:34
44,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1149254548427678,5:00:00 PM,link,515316421821497_1149254548427678,#挑戰不按翻譯年糕 No...not that question... JUST. DON'T. *tears*更多有趣影片---> http://goo.gl/imvcnH,shared_story,https://media.giphy.com/media/6AaB96ZVrUN0I/giphy.gif,media.giphy.com,12,319,60,3/26/2016 4:15
32,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151167958236337,7:00:01 PM,link,515316421821497_1151167958236337,喜歡 VT【午後每日一句】的唯美英文佳句嗎？這次我們幫你整理好15句激勵人心的英文佳句不論你是想要尋找生命的意義、成功的動力、愛情的寄託希望大家都可以把這15句學起來或許你就可以找到你的英文座右銘！,shared_story,http://goo.gl/w8kM5Y,【英文座右銘】你的英文座右銘是什麼？15句英文座右銘激勵你的每一天！,2,317,134,3/26/2016 23:28
79,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142266499126483,9:00:02 PM,link,515316421821497_1142266499126483,在 YouTube 或 Spotify 找音樂聽，總是會看到 acoustic， cover， feat. 等字眼，還有 alternative， EDM 到底是什麼風格的音樂?VoiceTube 這次為你整理了所有常見的音樂類型，以及相關的英文用語，且精心挑選各類別的代表作，讓你享受音樂之餘，還能輕鬆學會實用的音樂英文！,shared_story,http://goo.gl/2L17q9,【實用音樂英文】Alternative,1,307,116,3/18/2016 22:54
55,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1147392711947195,7:00:00 PM,link,515316421821497_1147392711947195,又進入求職季，你都準備好了嗎？想要進外商公司？出國工作？但描述社團經驗時，卻講不出英文職稱？別再出糗，趕快把以下資訊都打包帶走！http://goo.gl/z9dm2C,shared_story,http://goo.gl/z9dm2C,【求職推薦】公關、活動、秘書部長怎麼說？英文履歷必備，所有社團幹部名稱都在這裡！,1,307,161,3/23/2016 7:09
20,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151168201569646,9:00:01 PM,link,515316421821497_1151168201569646,在職場中每個人有溝通不良的經驗把商業信件寫好是掌握工作的第一事項！撰寫英文商用 email 大忌：1 嘮叨、冗言贅字2 過度情緒化3 姿態過低4 用語太過口語5 開頭、結尾稱謂不適當你中了以上的項目嗎？到底要怎麼樣有效率地使用商業信件溝通？來看看這幾個原則：http://goo.gl/3SRi3e,shared_story,http://goo.gl/3SRi3e,你的英文商業email寫對了嗎？避開這些超糗錯誤，增加溝通效率！,3,298,142,3/29/2016 11:26
8,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155185567834576,10:30:00 PM,link,515316421821497_1155185567834576,生活中有很多受傷的時刻不管是跌倒、割傷、扭到都是難以避免最麻煩的是人在國外，不知道如何開口！趕快來看VT 幫大家整理的傷痛懶人包讓你對症下藥沒煩惱！http://goo.gl/gc32FK,shared_story,http://goo.gl/gc32FK,【實用英文】傷在心裡口難開？瘀青、扭傷、經痛的英文怎麼說？讓 VT 來幫助你對症下藥！,3,291,148,3/31/2016 17:14
61,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146518872034579,8:00:00 PM,link,515316421821497_1146518872034579,下面這些，說中你面對英文口說的心聲了嗎？「念單字是沒問題，可是念一長串英文總不知道該在哪停頓，每次都念到快斷氣......」「想練練看長一點的句子！」「一直都想練，但我不知道什麼素材比較適合練口說」「念長句子都只會平平地念，不知道怎麼讓音調高低起伏」「想要讓發音跟影片裡面的英文更像」「英文念得很順真是太迷人了啊啊啊我也要成為那種人！」如果是的話，來讓VoiceTube專業的主持人Kristi，帶著你練「每日口說挑戰」吧！Ｑ：什麼是「每日口說挑戰」？Ａ：「每日口說挑戰」從影片中精選了一句英文，讓你可以聆聽專業主持人對於整句話發音、語調等詳細解說，並有「錄音功能」，讓你可以錄下自己的發音，除了能反覆檢討與修正，更可以上傳檔案、與大家分享你的進步！事不宜遲，現在就來練今天的「每日口說挑戰」：,shared_story,https://goo.gl/xyw7fD,每日口說挑戰 Pronunciation Challenge,5,284,84,3/22/2016 21:33
15,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1154105377942595,7:00:00 PM,link,515316421821497_1154105377942595,無聊時就開始滑臉書？滑到沒新動態了就覺得很空虛？趕快追蹤這七個外國爆笑臉書粉絲專業讓你不無聊又能善用零碎時間學英文！http://goo.gl/iHWSF1,shared_story,http://goo.gl/iHWSF1,【推薦】快追蹤這七個臉書爆笑粉專，讓你歡樂學英文！,4,281,144,3/30/2016 16:17
65,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1143539508999182,1:00:00 PM,link,515316421821497_1143539508999182,上班族整天黏在辦公桌前(stay put)，晚上回到家又被電視綁架(be a couch potato)，你的身體要生氣了！每半小時就起來活動筋骨(move around)，不但可以促進血液循環(blood circulation)，還能讓專注力(concentration)提升喔 http://goo.gl/9I5sjd,shared_story,http://goo.gl/9I5sjd,【TED-Ed】坐著對身體沒好處？ (Why sitting is bad for you - Murat Dalkilinç),3,253,103,3/22/2016 7:22
